Entrez Gene	ID	C_adj.P.Val	C_P.Value	C_t	C_B	C_logFC	B_adj.P.Val	B_P.Value	B_t	B_B	B_logFC
55540	IL17RB	0.344	0.215	1.244344	-5.82658	0.1127615	0.036	0.011	-2.5963238	-3.42525	-0.27617909
84818	IL17RC	0.0324	0.00998	-2.609646	-3.2989	-0.2023331	0.0971	0.0394	-2.0906906	-4.53365	-0.21079607
54756	IL17RD	0.929	0.892	0.136341	-6.57827	0.0106262	0.108	0.0453	-2.0303156	-4.65167	-0.20007143
132014	IL17RE	0.659	0.534	-0.623246	-6.39582	-0.0820618	0.257	0.142	-1.4797058	-5.57953	-0.22587992
3606	IL18	9.9e-05	7.02e-06	4.656724	3.40413	0.7175023	0.00222	0.000338	3.7289382	-0.23721	0.75352174
10068	IL18BP	0.442	0.304	-1.031257	-6.064	-0.0995726	0.595	0.453	-0.7529314	-6.37414	-0.09192443
8809	IL18R1	0.0779	0.0308	2.180231	-4.27652	0.2160648	0.227	0.121	1.5661476	-5.45196	0.21469979
8807	IL18RAP	0.268	0.153	-1.436065	-5.57581	-0.2627431	0.473	0.327	-0.9849567	-6.17532	-0.23822257
29949	IL19	0.669	0.546	-0.604524	-6.40715	-0.0509502	0.883	0.813	0.2373954	-6.6272	0.02742961
3552	IL1A	0.00372	0.000653	3.481708	-0.83338	0.2833111	0.00027	2.49e-05	4.4493144	2.21924	0.73322257
3553	IL1B	0.244	0.135	1.502523	-5.48073	0.2924633	0.154	0.0719	1.8213781	-5.03563	0.51854141
84639	IL1F10	0.488	0.35	-0.93805	-6.15408	-0.0759033	0.792	0.69	-0.4002193	-6.57562	-0.04067495
	IL1F5	0.429	0.291	1.058678	-6.0359	0.0484276	0.00164	0.000232	3.8379698	0.11531	0.1870559
	IL1F6	0.226	0.123	-1.552898	-5.40589	-0.1223795	0.327	0.197	-1.2987588	-5.82418	-0.13954037
	IL1F7	0.851	0.778	-0.282952	-6.54791	-0.039908	0.504	0.357	-0.9251802	-6.23152	-0.1604089
	IL1F8	0.702	0.587	-0.544268	-6.44127	-0.0440481	0.172	0.0831	1.7529565	-5.15299	0.20877019
	IL1F9	0.223	0.121	1.561549	-5.3928	0.1821228	0.0999	0.0409	2.0748097	-4.565	0.36824327
3554	IL1R1	0.435	0.297	-1.046418	-6.04855	-0.1162721	0.9	0.838	-0.2046875	-6.63438	-0.02783747
7850	IL1R2	0.000978	0.000123	3.942793	0.71223	0.8285144	0.0183	0.00468	2.9013642	-2.65768	0.78047205
3556	IL1RAP	1.56e-05	7.03e-07	5.180297	5.58759	0.4672505	6.44e-08	8.41e-10	6.8713163	12.10552	0.77220083
11141	IL1RAPL1	0.332	0.205	1.272935	-5.79141	0.0804052	0.705	0.578	0.5578282	-6.50071	0.04052174
26280	IL1RAPL2	0.665	0.541	0.612096	-6.40261	0.0631921	0.455	0.31	1.0213097	-6.13945	0.12205383
9173	IL1RL1	0.00724	0.00151	-3.232309	-1.60156	-0.4814707	0.12	0.0519	-1.9701061	-4.76623	-0.38644824
8808	IL1RL2	0.0808	0.0322	-2.162464	-4.31345	-0.1372155	0.407	0.266	-1.1205071	-6.03514	-0.0876087
3557	IL1RN	0.000155	1.23e-05	4.523704	2.87661	0.6139	4.42e-07	9.46e-09	6.3363953	9.76751	1.02725155
3558	IL2	0.228	0.124	-1.548007	-5.41326	-0.0395032	0.803	0.705	0.3797923	-6.58353	0.01577122
50604	IL20	0.901	0.849	-0.190571	-6.56951	-0.0072651	0.973	0.953	-0.0585767	-6.65351	-0.00208178
53832	IL20RA	0.862	0.794	0.261533	-6.55367	0.0493869	0.592	0.45	-0.759102	-6.36953	-0.20060041
53833	IL20RB	2.35e-05	1.18e-06	5.065719	5.09567	1.2110108	2.12e-10	5.48e-13	8.4389476	19.20916	2.6390207
59067	IL21	0.588	0.454	-0.750897	-6.30946	-0.0337642	0.816	0.723	-0.3562241	-6.59215	-0.02244617
50615	IL21R	0.00664	0.00136	3.264488	-1.5052	0.5301815	0.00128	0.000171	3.9253655	0.40307	0.74622774
50616	IL22	0.337	0.209	-1.261167	-5.80598	-0.0579139	0.18	0.0885	-1.7224415	-5.20398	-0.09173913
58985	IL22RA1	0.232	0.127	-1.534886	-5.43293	-0.4477571	0.015	0.00364	-2.9867482	-2.43019	-1.22404348
116379	IL22RA2	0.133	0.0612	1.886258	-4.85082	0.2031353	0.181	0.0893	1.7176325	-5.21194	0.2200352
51561	IL23A	0.000969	0.000122	3.945853	0.72301	0.708073	0.00716	0.00143	3.2911328	-1.57627	0.80759938
149233	IL23R	0.411	0.275	1.094748	-5.99783	0.0411935	0.254	0.14	1.4909795	-5.56328	0.08867805
11009	IL24	0.541	0.403	-0.838272	-6.24116	-0.0334759	0.95	0.918	0.1036805	-6.64987	0.00544824
64806	IL25	0.728	0.618	-0.499782	-6.46417	-0.0273217	0.763	0.651	-0.4533164	-6.55312	-0.03538199
55801	IL26	0.00402	0.000719	-3.453664	-0.92219	-0.2662332	0.00254	4e-04	-3.6799527	-0.39319	-0.32443271
246778	IL27	0.000334	3.25e-05	-4.285571	1.96134	-0.9980948	5.57e-05	3.5e-06	-4.9498346	4.08517	-1.4180735
9466	IL27RA	0.866	0.799	0.255113	-6.55531	0.0244749	0.912	0.856	0.1819028	-6.63876	0.02322153
	IL28A	0.119	0.0531	-1.949588	-4.73375	-0.1842108	0.787	0.682	0.4112123	-6.57119	0.07891097
	IL28B	0.107	0.0463	2.009137	-4.62032	0.0651112	0.0891	0.0353	2.1378722	-4.43924	0.23503934
	IL28RA	0.449	0.311	1.01599	-6.07933	0.0819875	0.508	0.361	-0.9184091	-6.23767	-0.09474431
	IL29	0.318	0.193	-1.307303	-5.74809	-0.1182037	0.85	0.766	-0.2978846	-6.6111	-0.03347205
3559	IL2RA	0.000516	5.61e-05	4.147538	1.44843	0.6370555	2.09e-05	1.07e-06	5.2409841	5.22178	1.08404141
3560	IL2RB	0.0189	0.00509	2.843294	-2.69987	0.4874759	0.0266	0.00752	2.7356575	-3.08354	0.54398033
3561	IL2RG	0.0251	0.00725	2.722505	-3.01535	0.3111125	0.00422	0.000746	3.4930947	-0.97419	0.45032609
3562	IL3	0.358	0.227	1.212024	-5.8654	0.0562119	0.759	0.646	0.4607604	-6.54975	0.02556211
386653	IL31	0.665	0.542	0.611589	-6.40292	0.0167773	0.984	0.973	-0.0341166	-6.65464	-0.00089234
133396	IL31RA	0.933	0.898	0.128268	-6.57932	0.0033048	0.29	0.168	1.3909658	-5.70332	0.05109834
9235	IL32	0.232	0.127	-1.535634	-5.43181	-0.2276836	0.209	0.108	-1.6258292	-5.35988	-0.27522153
90865	IL33	0.0227	0.0064	-2.76515	-2.90538	-0.5467879	0.0019	0.000277	-3.7872107	-0.04971	-0.8975528
146433	IL34	0.0522	0.0184	-2.383188	-3.83468	-0.1767001	0.0854	0.0334	-2.1604269	-4.39344	-0.17616356
3563	IL3RA	0.0559	0.0202	-2.348325	-3.91317	-0.3147461	0.117	0.0501	-1.9864586	-4.73543	-0.34961387
3565	IL4	0.64	0.511	0.658361	-6.37366	0.0234588	0.61	0.47	0.7257336	-6.39402	0.02531159
259307	IL4I1	0.000233	2.06e-05	4.397595	2.38719	0.9978212	1.28e-06	3.46e-08	6.0437169	8.51707	1.57275466
3566	IL4R	2.4e-05	1.21e-06	5.059937	5.07105	0.6999745	5.65e-06	2.12e-07	5.6247562	6.77013	0.9790942
3567	IL5	0.701	0.586	-0.546473	-6.44008	-0.0300851	0.618	0.478	-0.7127877	-6.40323	-0.03300207
3568	IL5RA	0.825	0.741	-0.330875	-6.53339	-0.0151864	0.861	0.781	-0.2790431	-6.61651	-0.01746584
3569	IL6	0.116	0.0517	-1.961321	-4.71165	-0.5451794	0.419	0.277	-1.0945813	-6.06331	-0.39951967
3570	IL6R	0.354	0.223	-1.222751	-5.85262	-0.1745093	0.0222	0.00598	-2.8166583	-2.87798	-0.50365839
3572	IL6ST	0.0123	0.00295	-3.022638	-2.20895	-0.2123789	0.000607	6.85e-05	-4.1782075	1.26064	-0.36767081
3574	IL7	1.35e-08	1.06e-10	6.946847	14.02105	0.7725555	0.015	0.00365	2.9864653	-2.43096	0.42461284
3575	IL7R	0.778	0.68	0.412936	-6.50327	0.1051733	0.469	0.323	0.9931472	-6.16735	0.3319234
	IL8	0.0335	0.0104	2.593769	-3.33792	0.6559187	0.0218	0.00583	2.8255699	-2.85505	1.03323913
	IL8RA	0.0118	0.00278	-3.041993	-2.15438	-0.2371657	0.0721	0.027	-2.2484179	-4.21064	-0.23967909
	IL8RB	0.179	0.0903	-1.704879	-5.16565	-0.1057472	0.916	0.862	-0.1739245	-6.64018	-0.01361077
	IL8RBP	0.224	0.121	-1.559336	-5.39615	-0.1720447	0.301	0.176	-1.3634823	-5.74018	-0.18128261
3578	IL9	0.961	0.942	0.072622	-6.58484	0.0021081	0.798	0.698	-0.3897531	-6.57972	-0.01142754
3581	IL9R	0.106	0.0457	-2.014773	-4.60942	-0.2650295	0.254	0.14	-1.4882365	-5.56725	-0.25812733
286676	ILDR1	0.981	0.971	-0.036975	-6.58677	-0.0055635	0.845	0.76	0.3058744	-6.60871	0.064706
3608	ILF2	0.198	0.102	1.642909	-5.26622	0.1255604	0.0127	0.00296	3.0557173	-2.24252	0.26680331
3609	ILF3	0.173	0.0864	1.725777	-5.13093	0.091496	0.0349	0.0106	2.6124785	-3.38641	0.16144513
3611	ILK	0.501	0.363	-0.912664	-6.17715	-0.0693793	0.949	0.915	-0.1071682	-6.64951	-0.01065528
80895	ILKAP	0.094	0.0392	2.08031	-4.48052	0.1460331	0.754	0.639	0.4710242	-6.545	0.0531501
10994	ILVBL	0.314	0.189	-1.318133	-5.73421	-0.1061328	0.471	0.326	-0.9879058	-6.17245	-0.10212836
196294	IMMP1L	0.54	0.402	-0.84048	-6.23934	-0.0831589	0.0223	0.00601	-2.8147426	-2.8829	-0.32514182
83943	IMMP2L	0.00886	0.00194	-3.155387	-1.82852	-0.2545325	2.8e-05	1.53e-06	-5.1541076	4.87899	-0.46961387
10989	IMMT	0.43	0.292	1.056713	-6.03794	0.0520692	0.328	0.198	1.2968354	-5.82662	0.06995342
55272	IMP3	0.63	0.5	-0.67551	-6.36239	-0.0477516	0.145	0.0666	-1.8573344	-4.97229	-0.16160248
92856	IMP4	0.098	0.0414	-2.057097	-4.52662	-0.0941043	0.032	0.00948	-2.6517904	-3.29104	-0.13764079
	IMP5	0.952	0.928	-0.091083	-6.58335	-0.0034409	0.388	0.248	-1.1627566	-5.98786	-0.04931677
3612	IMPA1	0.022	0.00615	2.779084	-2.86911	0.2605564	0.146	0.067	1.8546684	-4.97702	0.22091511
3613	IMPA2	0.00703	0.00146	-3.243256	-1.56887	-0.6540724	0.000473	5.01e-05	-4.2631508	1.55677	-1.19282505
55364	IMPACT	0.0015	0.00021	3.79982	0.21603	0.3928449	0.324	0.194	1.3074571	-5.81312	0.18086128
54928	IMPAD1	0.000281	2.61e-05	4.340085	2.16751	0.227282	0.0107	0.00238	3.1277276	-2.0429	0.23296066
3614	IMPDH1	0.664	0.54	-0.613744	-6.40162	-0.0397239	0.324	0.195	1.3065704	-5.81425	0.09434472
3615	IMPDH2	0.000254	2.3e-05	-4.370758	2.2844	-0.4057106	0.00691	0.00137	-3.3058441	-1.53335	-0.37503727
3617	IMPG1	0.918	0.874	0.158337	-6.57507	0.0084137	0.88	0.808	0.2439822	-6.62562	0.01130642
50939	IMPG2	0.845	0.77	0.29254	-6.54519	0.0306933	0.65	0.514	0.6550203	-6.44233	0.08303106
9118	INA	0.00608	0.00121	-3.299577	-1.3992	-0.4815445	1.33e-05	6.14e-07	-5.3736019	5.75072	-0.91873085
	INADL	0.259	0.146	1.459672	-5.54251	0.1072828	0.661	0.526	0.636423	-6.45422	0.05702484
3619	INCENP	0.000116	8.57e-06	4.609514	3.2156	0.5575513	8.96e-07	2.23e-08	6.1431648	8.93939	0.81469669
8552	INE1	0.0148	0.00371	-2.948194	-2.41597	-0.2980095	0.147	0.0677	-1.8495529	-4.98609	-0.28347205
64423	INF2	0.0225	0.0063	2.770584	-2.89125	0.2121159	0.000523	5.68e-05	4.2293526	1.43847	0.35841615
3621	ING1	0.223	0.12	1.563024	-5.39056	0.0921098	0.0716	0.0267	2.252719	-4.20154	0.1721294
3622	ING2	0.668	0.545	-0.606943	-6.40571	-0.0558972	0.167	0.0797	-1.7728562	-5.11929	-0.18869772
54556	ING3	0.0171	0.00446	-2.887445	-2.5815	-0.2566777	0.000166	1.36e-05	-4.6062867	2.7916	-0.48693892
51147	ING4	0.272	0.156	-1.424845	-5.59145	-0.1039618	0.556	0.409	-0.8290913	-6.31464	-0.06891718
84289	ING5	0.00485	0.000913	-3.383464	-1.14181	-0.2289658	0.00134	0.00018	-3.9097953	0.35147	-0.29694824
27160	INGX	0.683	0.563	-0.579374	-6.42182	-0.0268305	0.788	0.684	-0.4087621	-6.57219	-0.02117495
3623	INHA	0.0246	0.00704	-2.732757	-2.98905	-0.1951285	0.868	0.791	-0.2659767	-6.62005	-0.02168841
3624	INHBA	6.46e-06	2.4e-07	5.413124	6.61029	1.7068333	3.32e-08	3.78e-10	7.0455916	12.87956	2.57291925
3625	INHBB	0.174	0.0867	-1.72427	-5.13345	-0.3388069	0.985	0.974	-0.0325914	-6.65469	-0.00790166
3626	INHBC	0.000303	2.85e-05	-4.317495	2.08183	-0.5700133	0.00774	0.00158	-3.2590903	-1.66925	-0.60695135
83729	INHBE	0.753	0.648	-0.457791	-6.484	-0.0362558	0.91	0.852	0.1866799	-6.63789	0.01621946
11185	INMT	0.115	0.0507	-1.969995	-4.69524	-0.0963582	0.507	0.36	-0.9208411	-6.23547	-0.05228882
54617	INO80	0.186	0.0948	1.681403	-5.20417	0.086793	0.653	0.518	0.6489871	-6.44622	0.03908075
83444	INO80B	0.157	0.0763	-1.785097	-5.03017	-0.0741859	0.741	0.623	-0.4929262	-6.53453	-0.02536232
125476	INO80C	0.581	0.446	0.763623	-6.29997	0.0614656	0.812	0.717	0.3641777	-6.5893	0.040206
54891	INO80D	0.125	0.0569	-1.919255	-4.79028	-0.1410426	0.123	0.0536	-1.9563194	-4.79202	-0.1649793
283899	INO80E	0.377	0.244	-1.168844	-5.9157	-0.0853512	0.439	0.295	-1.0544253	-6.10567	-0.07993789
3628	INPP1	0.00143	0.000197	3.816826	0.27427	0.4180165	0.369	0.232	1.2040067	-5.94006	0.18751346
3631	INPP4A	0.0438	0.0147	2.467926	-3.63943	0.1536726	0.00177	0.000253	3.8123979	0.03198	0.28353002
8821	INPP4B	3.19e-07	5.44e-09	6.191676	10.23751	0.5794432	8.17e-05	5.57e-06	4.8338565	3.64244	0.59683851
3632	INPP5A	0.561	0.424	0.801124	-6.27111	0.0567744	0.584	0.441	-0.773686	-6.35849	-0.07147412
3633	INPP5B	0.583	0.449	-0.759542	-6.30303	-0.0381144	0.44	0.296	1.0505028	-6.10973	0.07670807
3635	INPP5D	0.815	0.729	0.347628	-6.52778	0.0360386	0.922	0.871	-0.1625543	-6.64208	-0.02102795
56623	INPP5E	0.273	0.157	-1.421486	-5.5961	-0.0839774	0.145	0.0667	-1.8561489	-4.9744	-0.15041408
22876	INPP5F	0.000725	8.45e-05	4.041685	1.06409	0.2849158	0.0176	0.00447	2.9173473	-2.61551	0.26491925
27124	INPP5J	0.956	0.934	-0.083431	-6.58401	-0.0056859	0.857	0.775	-0.2862229	-6.61449	-0.0300766
51763	INPP5K	0.00965	0.00216	-3.121948	-1.9257	-0.1574316	0.0102	0.00224	-3.1470906	-1.98859	-0.21001553
3636	INPPL1	0.817	0.73	0.345223	-6.5286	0.0288157	0.0496	0.0166	2.4408933	-3.78831	0.25171843
3630	INS	0.167	0.0823	-1.749162	-5.0916	-1.0733569	0.000373	3.74e-05	-4.3417621	1.8343	-3.0365735
3638	INSIG1	0.255	0.144	-1.469864	-5.52798	-0.1808008	0.0127	0.00297	-3.0550995	-2.24422	-0.48363872
51141	INSIG2	0.0733	0.0285	2.211258	-4.21135	0.2605899	0.0132	0.00311	3.0398056	-2.28613	0.46335921
3640	INSL3	0.0129	0.00311	-3.005663	-2.25656	-0.3498472	0.111	0.047	-2.0138623	-4.68329	-0.27669255
3641	INSL4	0.229	0.124	1.546167	-5.41603	0.19389	0.199	0.101	1.657829	-5.30918	0.25436646
10022	INSL5	0.938	0.905	0.119053	-6.58045	0.0054947	0.324	0.195	1.3052827	-5.8159	0.07111077
11172	INSL6	0.647	0.52	-0.645408	-6.38197	-0.020797	0.543	0.395	-0.8545201	-6.29351	-0.03808799
3642	INSM1	0.678	0.557	-0.5879	-6.41692	-0.0776792	0.00325	0.00054	-3.5905279	-0.67404	-0.49058696
84684	INSM2	0.468	0.33	0.977701	-6.11679	0.0563062	0.402	0.261	1.1324076	-6.02199	0.07788923
3643	INSR	0.0305	0.00926	-2.636477	-3.23248	-0.3232547	0.0161	0.00398	-2.9566801	-2.51092	-0.48323602
3645	INSRR	0.0977	0.0413	-2.058673	-4.5235	-0.076462	0.16	0.0754	-1.7991414	-5.07423	-0.09137371
26173	INTS1	0.00266	0.00043	-3.601479	-0.44726	-0.1754407	0.101	0.0417	-2.0666595	-4.581	-0.1389793
55174	INTS10	0.00711	0.00148	-3.239207	-1.58097	-0.2685173	7.37e-06	2.94e-07	-5.5482576	6.45727	-0.45860145
57117	INTS12	0.855	0.783	0.27575	-6.5499	0.0191165	0.829	0.739	-0.3342943	-6.59967	-0.03152381
57508	INTS2	0.0155	0.00394	2.92795	-2.47147	0.2541543	0.105	0.0437	2.0462618	-4.6208	0.21181263
65123	INTS3	0.601	0.469	-0.72586	-6.32765	-0.0556353	0.0721	0.027	-2.2489942	-4.20942	-0.2390352
92105	INTS4	0.289	0.17	-1.378792	-5.65439	-0.0505435	0.976	0.958	0.0522683	-6.65386	0.0024089
80789	INTS5	0.353	0.223	-1.223793	-5.85138	-0.0658189	0.931	0.886	0.1434916	-6.64498	0.0088147
26512	INTS6	0.567	0.431	-0.789181	-6.28045	-0.0515547	0.31	0.183	-1.3409176	-5.76991	-0.10600104
25896	INTS7	0.0176	0.0046	2.876919	-2.60987	0.1953501	0.124	0.0544	1.949239	-4.8052	0.16015528
55656	INTS8	0.0276	0.00815	2.681513	-3.1196	0.1991912	0.102	0.0419	2.0642259	-4.58577	0.20889441
55756	INTS9	0.895	0.841	-0.201456	-6.5674	-0.0118586	0.152	0.0706	-1.8303246	-5.01998	-0.11636853
27152	INTU	0.393	0.258	1.136295	-5.95243	0.1165291	0.56	0.413	0.822267	-6.3202	0.11071429
27130	INVS	0.819	0.734	-0.341069	-6.53001	-0.0252191	0.585	0.442	-0.7719861	-6.35979	-0.07129814
9807	IP6K1	0.725	0.614	-0.50556	-6.4613	-0.0340068	0.948	0.912	-0.110704	-6.64912	-0.01044203
51447	IP6K2	0.88	0.818	-0.230266	-6.56126	-0.0143993	0.12	0.0521	-1.9691154	-4.76809	-0.14892961
117283	IP6K3	0.000335	3.26e-05	-4.284538	1.95746	-0.2450371	0.66	0.526	-0.6373741	-6.45362	-0.05844306
253430	IPMK	0.177	0.0891	1.711381	-5.1549	0.0905114	0.0277	0.00794	2.7161876	-3.1322	0.17353313
51194	IPO11	0.00222	0.000341	-3.666515	-0.23303	-0.3535441	0.00705	0.00141	-3.2971265	-1.5588	-0.35896066
9670	IPO13	0.463	0.325	0.988284	-6.10658	0.064149	0.0944	0.038	2.1060151	-4.50319	0.15087578
79711	IPO4	3.93e-05	2.24e-06	-4.921208	4.4863	-0.3157277	0.136	0.0611	-1.8966881	-4.90165	-0.17182505
3843	IPO5	0.000965	0.000121	-3.947113	0.72745	-0.3421982	0.000103	7.48e-06	-4.7593223	3.36111	-0.42045963
10527	IPO7	0.301	0.18	-1.348112	-5.6952	-0.1266454	0.87	0.793	0.2637812	-6.62062	0.02712319
10526	IPO8	0.049	0.017	2.414332	-3.76365	0.1394031	0.114	0.0486	1.9993097	-4.71106	0.15648033
55705	IPO9	0.765	0.663	-0.437109	-6.49313	-0.0181482	0.478	0.332	0.9757626	-6.18419	0.04804555
3652	IPP	0.631	0.501	0.674389	-6.36314	0.0610021	0.392	0.252	-1.1540128	-5.99778	-0.11545859
64768	IPPK	0.00113	0.000148	3.894641	0.54345	0.4071748	0.0115	0.00262	3.0966934	-2.12939	0.4462381
	IPW	0.369	0.237	-1.187004	-5.89476	-0.128707	0.00532	0.000992	-3.4058741	-1.23758	-0.43144306
79781	IQCA1	0.534	0.396	-0.851074	-6.23053	-0.1125952	0.879	0.807	-0.2454592	-6.62526	-0.04836749
9657	IQCB1	0.542	0.405	0.83553	-6.24342	0.0780521	0.64	0.504	0.6714716	-6.43152	0.08585611
55721	IQCC	0.609	0.477	0.712461	-6.33714	0.0372307	0.993	0.987	-0.0157319	-6.6551	-0.0009265
115811	IQCD	0.0928	0.0385	2.088184	-4.46477	0.2128881	0.009	0.00193	3.1967897	-1.84797	0.51249586
23288	IQCE	0.000965	0.000121	3.947403	0.72848	0.3182854	0.0477	0.0158	2.4608243	-3.74284	0.21693168
132141	IQCF1	0.433	0.295	-1.050915	-6.04393	-0.037184	0.865	0.787	-0.2711135	-6.61867	-0.01125362
389123	IQCF2	0.393	0.258	-1.136067	-5.95268	-0.0698088	0.802	0.704	-0.3813686	-6.58293	-0.03808178
401067	IQCF3	0.0438	0.0147	-2.467398	-3.64067	-0.1143945	0.143	0.0652	-1.8671738	-4.95476	-0.10054865
389124	IQCF5	0.429	0.292	1.057501	-6.03712	0.0419861	0.948	0.912	0.1102455	-6.64917	0.00448861
440956	IQCF6	0.133	0.0611	-1.886943	-4.84957	-0.0621541	0.263	0.147	-1.4646244	-5.60108	-0.05299896
84223	IQCG	0.306	0.183	1.336989	-5.70977	0.1090965	0.00954	0.00207	3.1733837	-1.91441	0.30932091
64799	IQCH	0.317	0.192	1.309267	-5.74558	0.0573284	0.386	0.246	1.167884	-5.98201	0.04163354
124152	IQCK	0.94	0.909	-0.114542	-6.58097	-0.0110939	0.411	0.269	-1.1114327	-6.04507	-0.14103313
8826	IQGAP1	2.6e-05	1.34e-06	5.037344	4.97503	0.4579998	0.000589	6.6e-05	4.1884585	1.29616	0.49030538
10788	IQGAP2	0.913	0.868	0.166927	-6.57369	0.0248723	0.000219	1.9e-05	-4.5199374	2.47523	-0.91017184
128239	IQGAP3	0.000393	3.97e-05	-4.235207	1.77268	-0.4340984	0.018	0.00458	-2.9089442	-2.6377	-0.44907246
9922	IQSEC1	0.0398	0.013	-2.512517	-3.53416	-0.1224304	0.234	0.126	-1.546445	-5.48164	-0.09794306
23096	IQSEC2	0.299	0.178	-1.354172	-5.68721	-0.1080013	0.177	0.0866	-1.7327165	-5.1869	-0.19302484
440073	IQSEC3	0.24	0.132	-1.512836	-5.46561	-0.077194	0.245	0.133	-1.5163451	-5.5263	-0.09116253
154865	IQUB	0.851	0.777	-0.284179	-6.54757	-0.0154783	0.519	0.371	-0.8987559	-6.25527	-0.05304969
	IQWD1	0.326	0.2	1.286016	-5.77505	0.1170542	0.882	0.811	-0.2404343	-6.62647	-0.02653106
3654	IRAK1	0.596	0.463	-0.735013	-6.32107	-0.066974	0.16	0.0758	1.7966945	-5.07845	0.20234265
134728	IRAK1BP1	0.45	0.312	-1.014677	-6.08064	-0.1273881	0.0105	0.00233	-3.1344185	-2.02416	-0.46942443
3656	IRAK2	0.67	0.548	-0.602194	-6.40854	-0.0280827	0.604	0.463	0.7375617	-6.38547	0.04321014
11213	IRAK3	0.00598	0.00118	3.306005	-1.37967	0.3931121	0.000271	2.5e-05	4.448095	2.21485	0.71846066
51135	IRAK4	0.439	0.301	1.037614	-6.05755	0.0907771	0.885	0.816	0.2338101	-6.62804	0.02496066
3658	IREB2	0.0232	0.00656	2.757097	-2.92626	0.1034635	0.00958	0.00208	3.1715341	-1.91965	0.11706936
3659	IRF1	0.078	0.0308	2.179639	-4.27775	0.2583734	0.0521	0.0177	2.4162057	-3.84418	0.37792029
3660	IRF2	0.324	0.198	1.292105	-5.76738	0.0752659	0.637	0.499	-0.6781322	-6.42708	-0.05468737
26145	IRF2BP1	0.199	0.103	-1.640376	-5.27025	-0.1232155	0.301	0.176	-1.3634384	-5.74024	-0.12913251
359948	IRF2BP2	0.898	0.846	0.195014	-6.56866	0.0140597	0.958	0.931	-0.0874078	-6.65142	-0.00920911
3661	IRF3	0.865	0.798	0.256864	-6.55486	0.029316	0.81	0.713	0.3688561	-6.5876	0.05800828
3662	IRF4	0.0757	0.0297	2.194824	-4.24598	0.1401878	0.527	0.379	0.8839054	-6.26832	0.06211387
3663	IRF5	0.0458	0.0155	2.447606	-3.68682	0.2361543	0.106	0.044	2.0428464	-4.62743	0.25759834
3664	IRF6	0.00166	0.000239	3.764167	0.09463	0.4455956	0.00168	0.000238	3.8300843	0.08957	0.77420911
3665	IRF7	0.0218	0.00604	2.785041	-2.85356	0.3028276	0.000469	4.96e-05	4.2656568	1.56557	0.52197412
3394	IRF8	0.000391	3.94e-05	4.236869	1.77887	0.5432153	0.0064	0.00125	3.333135	-1.45333	0.52939027
10379	IRF9	0.0612	0.0226	2.303479	-4.01257	0.2398084	0.111	0.0471	2.0135184	-4.68395	0.25126398
56269	IRGC	0.000933	0.000116	-3.958827	0.7688	-0.3826159	0.139	0.0632	-1.8813887	-4.92928	-0.26648758
3667	IRS1	1.25e-05	5.29e-07	5.242728	5.85882	0.6171325	0.00151	0.00021	3.8666658	0.20929	0.59079089
8660	IRS2	0.0379	0.0122	-2.536483	-3.47688	-0.1369842	0.637	0.499	0.6786049	-6.42676	0.05354865
8471	IRS4	0.923	0.883	0.147765	-6.57666	0.0034331	0.891	0.824	0.2235442	-6.63037	0.00661594
79192	IRX1	0.372	0.24	-1.179467	-5.90349	-0.0959479	0.588	0.445	-0.76684	-6.3637	-0.08754865
153572	IRX2	0.98	0.97	0.037988	-6.58674	0.0080241	0.0223	0.00602	-2.8143611	-2.88387	-0.57728986
79191	IRX3	0.00647	0.00131	-3.274717	-1.4744	-0.4943316	0.842	0.757	-0.3109238	-6.60716	-0.0653147
50805	IRX4	0.000111	8.1e-06	-4.623053	3.26952	-0.4236655	0.0349	0.0106	-2.6119173	-3.38777	-0.33765114
10265	IRX5	0.932	0.895	0.131794	-6.57887	0.0362972	0.781	0.674	-0.4219826	-6.56674	-0.14638406
79190	IRX6	0.16	0.078	-1.774712	-5.04804	-0.073825	0.126	0.0552	-1.9425734	-4.81757	-0.11880538
81689	ISCA1	0.103	0.0441	-2.029947	-4.57992	-0.1562007	0.0135	0.00319	-3.0313143	-2.30932	-0.25781884
122961	ISCA2	0.388	0.254	1.14518	-5.9425	0.0942674	0.229	0.122	1.5600308	-5.46121	0.15141304
23479	ISCU	0.903	0.853	0.185726	-6.57041	0.0197254	0.864	0.786	-0.2726689	-6.61825	-0.03712526
9636	ISG15	1.56e-06	4.11e-08	5.783599	8.29829	1.1458905	2.85e-09	1.75e-11	7.706293	15.85589	1.59985093
3669	ISG20	3.5e-07	6.1e-09	6.168754	10.12649	0.9410566	8.26e-05	5.66e-06	4.8298108	3.62711	0.80789545
81875	ISG20L2	0.569	0.433	0.785637	-6.28319	0.0587714	0.668	0.535	0.6234219	-6.46233	0.05677743
3670	ISL1	0.504	0.366	0.906146	-6.18297	0.161606	0.0582	0.0204	-2.360918	-3.9675	-0.40446894
64843	ISL2	0.898	0.846	0.195189	-6.56863	0.0064536	0.227	0.121	1.5674902	-5.44992	0.06094617
3671	ISLR	0.00975	0.00218	3.117871	-1.93749	0.7434622	0.00549	0.00103	3.3929111	-1.27629	0.96890166
57611	ISLR2	0.389	0.254	1.144328	-5.94346	0.1407626	0.592	0.45	0.7589817	-6.36962	0.11407971
